row_index,inquiry,segment,city,language_name,text,reference_audio,synth_audio,ground_truth_copy,transcription,model_config,model_checkpoint,model_info
62,SP_DID_052,SP_DID_052_SPEAKER_1_370_1910.459_1917.579.wav,sao_paulo,sao_paulo,não me deu essa sensação a agora em sensação de tempo eh eu tive uma experiência muito interessante,/workspace/data/data/inference_data/SP_DID_052_SPEAKER_1_370_1910.459_1917.579.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_370_1910.459_1917.579-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_370_1910.459_1917.579-gt.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_370_1910.459_1917.579-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
63,SP_DID_052,SP_DID_052_SPEAKER_1_567_2751.519_2758.499.wav,sao_paulo,sao_paulo,o centro da espanha é árido o o centro da espanha é todo cor de terra entende,/workspace/data/data/inference_data/SP_DID_052_SPEAKER_1_567_2751.519_2758.499.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_567_2751.519_2758.499-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_567_2751.519_2758.499-gt.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_567_2751.519_2758.499-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
64,SP_DID_052,SP_DID_052_SPEAKER_1_256_1337.179_1342.589.wav,sao_paulo,sao_paulo,então se põe um cinto diferente ou faz muito contraste ou você não encaixa um tom que combine bem,/workspace/data/data/inference_data/SP_DID_052_SPEAKER_1_256_1337.179_1342.589.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_256_1337.179_1342.589-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_256_1337.179_1342.589-gt.wav,/workspace/data/data/inference_results/SP_DID_052_SPEAKER_1_256_1337.179_1342.589-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
65,SP_DID_065,SP_DID_065_SPEAKER_0_595_1976.831_1984.511.wav,sao_paulo,sao_paulo,e quando funde o motor nem sempre precisa trocar isso é uma coisa que que assusta fundir o motor porque trocar o motor todo realmente é caro,/workspace/data/data/inference_data/SP_DID_065_SPEAKER_0_595_1976.831_1984.511.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_595_1976.831_1984.511-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_595_1976.831_1984.511-gt.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_595_1976.831_1984.511-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
66,SP_DID_065,SP_DID_065_SPEAKER_0_375_1107.421_1114.231.wav,sao_paulo,sao_paulo,então tinha que trocar por um carburador bom e não foi trocado porque é muito mais caro carburador bom,/workspace/data/data/inference_data/SP_DID_065_SPEAKER_0_375_1107.421_1114.231.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_375_1107.421_1114.231-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_375_1107.421_1114.231-gt.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_375_1107.421_1114.231-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
67,SP_DID_065,SP_DID_065_SPEAKER_0_382_1133.461_1139.861.wav,sao_paulo,sao_paulo,começou outro defeito geralmente quando a gente ia viajar se a gente ia para santos geralmente acontecia esse esse defeito,/workspace/data/data/inference_data/SP_DID_065_SPEAKER_0_382_1133.461_1139.861.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_382_1133.461_1139.861-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_382_1133.461_1139.861-gt.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_382_1133.461_1139.861-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
68,SP_DID_065,SP_DID_065_SPEAKER_0_130_69.759_75.503.wav,sao_paulo,sao_paulo,eu comecei dirigindo eu não tinha idade para entrar em autoescola então aprendi com meu pai por conta própria porque me interessava aham,/workspace/data/data/inference_data/SP_DID_065_SPEAKER_0_130_69.759_75.503.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_130_69.759_75.503-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_130_69.759_75.503-gt.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_130_69.759_75.503-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
69,SP_DID_065,SP_DID_065_SPEAKER_0_298_744.522_749.364.wav,sao_paulo,sao_paulo,quiseram telefonar para o meu marido eu falei não deixa eu telefonar senão ele pensa que eu morri né,/workspace/data/data/inference_data/SP_DID_065_SPEAKER_0_298_744.522_749.364.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_298_744.522_749.364-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_298_744.522_749.364-gt.wav,/workspace/data/data/inference_results/SP_DID_065_SPEAKER_0_298_744.522_749.364-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
70,SP_DID_102,SP_DID_102_SPEAKER_0_74_257.125_267.613.wav,sao_paulo,sao_paulo,como você disse que a torcida do são paulo é torcida de de último momento de decisão do campeonato e se estiver bem favorável para ele se estiver mais ou menos a torcida já não tem tanto entusiasmo,/workspace/data/data/inference_data/SP_DID_102_SPEAKER_0_74_257.125_267.613.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_74_257.125_267.613-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_74_257.125_267.613-gt.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_74_257.125_267.613-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
71,SP_DID_102,SP_DID_102_SPEAKER_0_127_626.263_635.038.wav,sao_paulo,sao_paulo,tanto que hoje em dia três a zero é goleada e há uns tempos atrás eu acompanho o futebol desde moleque três a um era o resultado clássico de qualquer joguinho,/workspace/data/data/inference_data/SP_DID_102_SPEAKER_0_127_626.263_635.038.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_127_626.263_635.038-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_127_626.263_635.038-gt.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_127_626.263_635.038-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
72,SP_DID_102,SP_DID_102_SPEAKER_0_295_1517.579_1525.059.wav,sao_paulo,sao_paulo,diz até que com essa prática pode sarar de asma bronquite e outras coisas que são deficiência da forma da pessoa respirar,/workspace/data/data/inference_data/SP_DID_102_SPEAKER_0_295_1517.579_1525.059.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_295_1517.579_1525.059-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_295_1517.579_1525.059-gt.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_295_1517.579_1525.059-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
73,SP_DID_102,SP_DID_102_SPEAKER_0_152_728.051_733.856.wav,sao_paulo,sao_paulo,a gente corria com bicicleta emprestada até um certo ponto e de um ponto para frente teria que ser bicicleta da gente,/workspace/data/data/inference_data/SP_DID_102_SPEAKER_0_152_728.051_733.856.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_152_728.051_733.856-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_152_728.051_733.856-gt.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_152_728.051_733.856-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
74,SP_DID_102,SP_DID_102_SPEAKER_0_195_985.951_991.494.wav,sao_paulo,sao_paulo,geralmente eles dividem o campo em duas partes um que defende a frente e outro que defende o fundo,/workspace/data/data/inference_data/SP_DID_102_SPEAKER_0_195_985.951_991.494.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_195_985.951_991.494-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_195_985.951_991.494-gt.wav,/workspace/data/data/inference_results/SP_DID_102_SPEAKER_0_195_985.951_991.494-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
75,SP_DID_110,SP_DID_110_SPEAKER_0_115_409.901_417.967.wav,sao_paulo,sao_paulo,possibilidade de transporte de maior número de pessoas que não é o caso mas sempre em linhas gerais apresenta essa vantagem,/workspace/data/data/inference_data/SP_DID_110_SPEAKER_0_115_409.901_417.967.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_115_409.901_417.967-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_115_409.901_417.967-gt.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_115_409.901_417.967-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
76,SP_DID_110,SP_DID_110_SPEAKER_0_286_1679.878_1687.488.wav,sao_paulo,sao_paulo,se for alguma vela que esteja suja então é fácil desemparafusar a vela limpar e recolocar,/workspace/data/data/inference_data/SP_DID_110_SPEAKER_0_286_1679.878_1687.488.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_286_1679.878_1687.488-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_286_1679.878_1687.488-gt.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_286_1679.878_1687.488-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
77,SP_DID_110,SP_DID_110_SPEAKER_0_128_534.867_541.772.wav,sao_paulo,sao_paulo,esse é um diferencial de poucos centímetros e de um carro grande é de um metro e tanto dois metros em geral de comprimento,/workspace/data/data/inference_data/SP_DID_110_SPEAKER_0_128_534.867_541.772.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_128_534.867_541.772-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_128_534.867_541.772-gt.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_128_534.867_541.772-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
78,SP_DID_110,SP_DID_110_SPEAKER_0_360_2198.848_2205.728.wav,sao_paulo,sao_paulo,aqueles vagões que transportam mercadorias muitas vezes transportam gado e são totalmente fechados,/workspace/data/data/inference_data/SP_DID_110_SPEAKER_0_360_2198.848_2205.728.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_360_2198.848_2205.728-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_360_2198.848_2205.728-gt.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_360_2198.848_2205.728-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
79,SP_DID_110,SP_DID_110_SPEAKER_0_188_986.37_992.116.wav,sao_paulo,sao_paulo,e no ônibus tem essa facilidade de poder travar amizade com o vizinho de banco,/workspace/data/data/inference_data/SP_DID_110_SPEAKER_0_188_986.37_992.116.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_188_986.37_992.116-syntacc-tornado-750Ksteps.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_188_986.37_992.116-gt.wav,/workspace/data/data/inference_results/SP_DID_110_SPEAKER_0_188_986.37_992.116-gt.txt,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/config.json,/workspace/data/checkpoints/YourTTS-Syntacc-PT_NURC-September-02-2026_02+35AM-bf39f425/checkpoint_750000.pth,syntacc-tornado-750Ksteps.wav
